sample	genusspecies	species	var	state	county	lat	lon	reads
C-striata-607cR-BoxElder-UT	C-striata	striata	vreelandii	UT	BoxElder	41.538	-113.1918	193
C-striata-607dR-BoxElder-UT	C-striata	striata	vreelandii	UT	BoxElder	41.538	-113.1918	254
C-striata-607eR-BoxElder-UT	C-striata	striata	vreelandii	UT	BoxElder	41.538	-113.1918	216402
C-striata-607fR-BoxElder-UT	C-striata	striata	vreelandii	UT	BoxElder	41.538	-113.1918	263
C-striata-608aR-Cache-UT	C-striata	striata	striata	UT	Cache	41.7934078	-111.8484675	264711
C-striata-608bR-Cache-UT	C-striata	striata	striata	UT	Cache	41.7934078	-111.8484675	157872
C-striata-608cR-Cache-UT	C-striata	striata	striata	UT	Cache	41.7934078	-111.8484675	148858
C-striata-608dR-Cache-UT	C-striata	striata	striata	UT	Cache	41.7934078	-111.8484675	186453
C-striata-610aR-Juab-UT	C-striata	striata	vreelandii	UT	Juab	39.710805	-111.8354889	207876
C-striata-610cR-Juab-UT	C-striata	striata	vreelandii	UT	Juab	39.710805	-111.8354889	439
C-striata-8R-ElDorado-CA	C-striata	striata	sierra	CA	ElDorado	38.7426	-120.4358	177749
C-striata-9aR-Nevada-CA	C-striata	striata	sierra	CA	Nevada	39.2232171	-121.0029937	185918
C-striata-9bR-Nevada-CA	C-striata	striata	sierra	CA	Nevada	39.2232171	-121.0029937	236837
C-striata-9cR-Nevada-CA	C-striata	striata	sierra	CA	Nevada	39.2232171	-121.0029937	161312
C-striata-DJ0068R-Wallowa-OR	C-striata	striata	striata	OR	Wallowa	45.4250744	-117.2769361	239642
C-striata-HeshaR-Whinnipeg-MAN	C-striata	striata	striata	MAN	Winnipeg	49.8894408	-97.1505287	735
C-striata-HeshbR-Whinnipeg-MAN	C-striata	striata	striata	MAN	Winnipeg	49.8894408	-97.1505287	283960
C-striata-JH2aR-Douglas-WI	C-striata	striata	striata	WI	Douglas	46.7210287	-92.0970982	230494
C-striata-JH2bR-Douglas-WI	C-striata	striata	striata	WI	Douglas	46.7210287	-92.0970982	125469
C-striata-JH2cR-Douglas-WI	C-striata	striata	striata	WI	Douglas	46.7210287	-92.0970982	252841
C-striata-JHaR-Crow-Wing-MN	C-striata	striata	striata	MN	CrowWing	46.5958	-94.1402	274757
C-striata-JHbR-Crow-Wing-MN	C-striata	striata	striata	MN	CrowWing	46.5958	-94.1402	60835
C-striata-JHcR-Crow-Wing-MN	C-striata	striata	striata	MN	CrowWing	46.5958	-94.1402	287375
C-striata-JHeR-Crow-Wing-MN	C-striata	striata	striata	MN	CrowWing	46.5958	-94.1402	199725
C-striata-striata-2770aR-Mackinac-MI	C-striata	striata	striata	MI	Mackinac	45.8511575	-84.6154985	206293
C-striata-striata-2770bR-Mackinac-MI	C-striata	striata	striata	MI	Mackinac	45.8511575	-84.6154985	186073
C-striata-striata-2773aR-SaltLake-UT	C-striata	striata	vreelandii	UT	SaltLake	40.6442	-111.9522	191462
C-striata-striata-2773bR-SaltLake-UT	C-striata	striata	vreelandii	UT	SaltLake	40.6442	-111.9522	1548
C-striata-striata-2796aR-Schoolcraft-MI	C-striata	striata	striata	MI	Schoolcraft	45.9483917	-86.4899486	185315
C-striata-striata-2796bR-Schoolcraft-MI	C-striata	striata	striata	MI	Schoolcraft	45.9483917	-86.4899486	197973
C-striata-vree-0103dR-Otero-NM	C-striata	striata	vreelandii	NM	Otero	32.0791969	-106.2824743	147
C-striata-vree-0103fR-Otero-NM	C-striata	striata	vreelandii	NM	Otero	32.0791969	-106.2824743	194612
C-striata-vree-229aR-Hidalgo-MEX	C-striata	striata	vreelandii	MEX	Hidalgo	19.8868673	-98.9548194	174538
C-striata-vree-229bR-Hidalgo-MEX	C-striata	striata	vreelandii	MEX	Hidalgo	19.8868673	-98.9548194	226968
C-striata-JHdR-Crow-Wing-MN	C-stritata	striata	striata	MN	CrowWing	46.5958	-94.1402	282204
C-trif-0160aR-ClearCreek-CO	C-trif	trif	NA	CO	ClearCreek	39.6904	-105.6413	174669
C-trif-0160bR-ClearCreek-CO	C-trif	trif	NA	CO	ClearCreek	39.6904	-105.6413	200242
C-trif-0160cR-ClearCreek-CO	C-trif	trif	NA	CO	ClearCreek	39.6904	-105.6413	218290
C-trif-173aR-Idaho-ID	C-trif	trif	NA	ID	Idaho	46.7237978	-117.020439	189959
C-trif-173bR-Idaho-ID	C-trif	trif	NA	ID	Idaho	46.7237978	-117.020439	56169
C-trif-173cR-Idaho-ID	C-trif	trif	NA	ID	Idaho	46.7237978	-117.020439	200776
C-trif-173dR-Idaho-ID	C-trif	trif	NA	ID	Idaho	46.7237978	-117.020439	59321
C-trif-178aR-Idaho-ID	C-trif	trif	NA	ID	Idaho	46.7237978	-117.020439	243446
C-trif-178bR-Idaho-ID	C-trif	trif	NA	ID	Idaho	46.7237978	-117.020439	267901
C-trif-178cR-Idaho-ID	C-trif	trif	NA	ID	Idaho	46.7237978	-117.020439	229364
C-trif-183aR-Idaho-ID	C-trif	trif	NA	ID	Idaho	46.7237978	-117.020439	235266
C-trif-183bR-Idaho-ID	C-trif	trif	NA	ID	Idaho	46.7237978	-117.020439	131056
C-trif-199aR-Flathead-MT	C-trif	trif	NA	MT	Flathead	48.3986116	-114.3400422	232097
C-trif-199bR-Flathead-MT	C-trif	trif	NA	MT	Flathead	48.3986116	-114.3400422	238485
C-trif-199cR-Flathead-MT	C-trif	trif	NA	MT	Flathead	48.3986116	-114.3400422	329588
C-trif-2080aR-MI	C-trif	trif	NA	NY	Tompkins	42.4287278	-76.5076029	224250
C-trif-225aR-Manning-PP-BC	C-trif	trif	NA	BC	Manning	49.6408069	-120.7837067	176919
C-trif-225cR-Manning-PP-BC	C-trif	trif	NA	BC	Manning	49.6408069	-120.7837067	158957
C-trif-225dR-Manning-PP-BC	C-trif	trif	NA	BC	Manning	49.6408069	-120.7837067	156859
C-trif-225eR-Manning-PP-BC	C-trif	trif	NA	BC	Manning	49.6408069	-120.7837067	224932
C-trif-261aR-Hamilton-NY	C-trif	trif	NA	NY	Hamilton	43.4764	-74.4057	230488
C-trif-261bR-Hamilton-NY	C-trif	trif	NA	NY	Hamilton	43.4764	-74.4057	203569
C-trif-2763-1R	C-trif	trif	NA	MI	Iosco	44.4242223	-83.663951	152989
C-trif-2763-2R	C-trif	trif	NA	MI	Iosco	44.4242223	-83.663951	207467
C-trif-2763-3R	C-trif	trif	NA	MI	Iosco	44.4242223	-83.663951	183378
C-trif-2767-1R	C-trif	trif	NA	MI	Schoolcraft	45.9483917	-86.4899486	227385
C-trif-2767-2R	C-trif	trif	NA	MI	Schoolcraft	45.9483917	-86.4899486	228348
C-trif-2767aR-Schoolcraft-MI	C-trif	trif	NA	MI	Schoolcraft	45.9483917	-86.4899486	181551
C-trif-2767bR-Schoolcraft-MI	C-trif	trif	NA	MI	Schoolcraft	45.9483917	-86.4899486	190642
C-trif-2790aR-MI	C-trif	trif	NA	MI	Mackinac	45.8511575	-84.6154985	193178
C-trif-2790bR-MI	C-trif	trif	NA	MI	Mackinac	45.8511575	-84.6154985	25616
C-trif-4aR-Mackinac-MI	C-trif	trif	NA	MI	Mackinac	45.8511575	-84.6154985	317535
C-trif-4bR-Mackinac-MI	C-trif	trif	NA	MI	Mackinac	45.8511575	-84.6154985	240457
C-trif-52aR-Lewis-WA	C-trif	trif	NA	WA	Lewis	46.5249245	-122.471048	343298
C-trif-52bR-Lewis-WA	C-trif	trif	NA	WA	Lewis	46.5249245	-122.471048	187010
C-trif-HH1aR-Cordland-NY	C-trif	trif	NA	NY	Madison	42.8308143	-75.5448285	214658
C-trif-HH2aR-Madison-NY	C-trif	trif	NA	NY	Madison	42.8308143	-75.5448285	42242
C-trif-HH2bR-Madison-NY	C-trif	trif	NA	NY	Madison	42.8308143	-75.5448285	5690
C-wist-0121aR-Cache-UT	C-wist	wist	western	UT	Cache	41.7934078	-111.8484675	212323
C-wist-0121bR-Cache-UT	C-wist	wist	western	UT	Cache	41.7934078	-111.8484675	244348
C-wist-130aR-Park-WY	C-wist	wist	western	WY	Park	44.6782	-109.458	292893
C-wist-130bR-Park-WY	C-wist	wist	western	WY	Park	44.6782	-109.458	176280
C-wist-165aR-Douglas-KS	C-wist	wist	western	KS	Douglas	38.9287022	-95.2747933	184796
C-wist-165bR-Douglas-KS	C-wist	wist	western	KS	Douglas	38.9287022	-95.2747933	204219
C-wist-188aR-LewisClark-MT	C-wist	wist	western	MT	LewisClark	47.2964	-112.403	235296
C-wist-188bR-LewisClark-MT	C-wist	wist	western	MT	LewisClark	47.2964	-112.403	176425
C-wist-190aR-Gallatin-MT	C-wist	wist	western	MT	Gallatin	45.7013085	-111.0907678	191280
C-wist-190bR-Gallatin-MT	C-wist	wist	western	MT	Gallatin	45.7013085	-111.0907678	259713
C-wist-190cR-Gallatin-MT	C-wist	wist	western	MT	Gallatin	45.7013085	-111.0907678	255059
C-wist-190dR-Gallatin-MT	C-wist	wist	western	MT	Gallatin	45.7013085	-111.0907678	286204
C-wist-190eR-Gallatin-MT	C-wist	wist	western	MT	Gallatin	45.7013085	-111.0907678	256165
C-wist-194aR-Sweet-Grass-MT	C-wist	wist	western	MT	Grass	46.9374817	-114.1481713	248440
C-wist-194bR-Sweet-Grass-MT	C-wist	wist	western	MT	Grass	46.9374817	-114.1481713	253408
C-wist-194cR-Sweet-Grass-MT	C-wist	wist	western	MT	Grass	46.9374817	-114.1481713	242673
C-wist-194dR-Sweet-Grass-MT	C-wist	wist	western	MT	Grass	46.9374817	-114.1481713	228338
C-wist-194eR-Sweet-Grass-MT	C-wist	wist	western	MT	Grass	46.9374817	-114.1481713	245837
C-wist-2758aR-Pickaway-OH	C-wist	wist	eastern	OH	Pickaway	39.5187787	-82.98104	168937
C-wist-2758bR-Pickaway-OH	C-wist	wist	eastern	OH	Pickaway	39.5187787	-82.98104	273171
C-wist-2789aR-Alachua-FL	C-wist	wist	eastern	FL	Alachua	29.6504365	-82.3252883	209959
C-wist-2789bR-Alachua-FL	C-wist	wist	eastern	FL	Alachua	29.6504365	-82.3252883	193841
C-wist-2800aR-Botetourt-VA	C-wist	wist	eastern	VA	Botetourt	37.5185448	-79.8793534	242723
C-wist-2800bR-Botetourt-VA	C-wist	wist	eastern	VA	Botetourt	37.5185448	-79.8793534	244861
C-wist-2814aR-Ripley-IN	C-wist	wist	eastern	IN	Ripley	39.3015465	-85.2208585	268506
C-wist-2814bR-Ripley-IN	C-wist	wist	eastern	IN	Ripley	39.3015465	-85.2208585	254967
C-wist-2814cR-Ripley-IN	C-wist	wist	eastern	IN	Ripley	39.3015465	-85.2208585	256261
C-wist-2817aR-Santa-Fe-NM	C-wist	wist	western	NM	SantaFe	35.3654	-105.97	268629
C-wist-2817bR-Santa-Fe-NM	C-wist	wist	western	NM	SantaFe	35.3654	-105.97	212076
C-wist-2830aR-Otero-NM	C-wist	wist	western	NM	Otero	32.0791969	-106.2824743	274346
C-wist-2830bR-Otero-NM	C-wist	wist	western	NM	Otero	32.0791969	-106.2824743	267239
C-wist-2836aR-Catron-NM	C-wist	wist	western	NM	Catron	34.1595788	-108.3198564	228223
C-wist-2836bR-Catron-NM	C-wist	wist	western	NM	Catron	34.1595788	-108.3198564	256673
C-wist-2841aR-Graham-AZ	C-wist	wist	western	AZ	Graham	32.8335599	-109.7176787	256607
C-wist-2841bR-Graham-AZ	C-wist	wist	western	AZ	Graham	32.8335599	-109.7176787	318743
C-wist-2844aR-Pima-AZ	C-wist	wist	western	AZ	Pima	32.2836915	-110.9972516	252609
C-wist-2844bR-Pima-AZ	C-wist	wist	western	AZ	Pima	32.2836915	-110.9972516	327882
C-wist-2846aR-Gila-AZ	C-wist	wist	western	AZ	Gila	34.2446129	-111.3062158	266903
C-wist-2846bR-Gila-AZ	C-wist	wist	western	AZ	Gila	34.2446129	-111.3062158	321253
C-wist-400aR-Cochise-AZ	C-wist	wist	western	AZ	Cochise	31.9679395	-110.2981244	310544
C-wist-400bR-Cochise-AZ	C-wist	wist	western	AZ	Cochise	31.9679395	-110.2981244	342905
C-wist-CG2R-Botetourt-VA	C-wist	wist	eastern	VA	Botetourt	37.5185448	-79.8793534	199829
C-wist-DN-533cR-IL	C-wist	wist	eastern	IL	JoDavies	42.3149	-90.2245	185675
C-wist-DW-1R-MD	C-wist	wist	eastern	MD	AnneArundel	38.9406	-76.5629	208569
C-wist-EBL-06-002R-Blount-TN	C-wist	wist	eastern	TN	Blount	35.8742062	-83.9598505	173597
C-wist-HT-2019-2R-Monongalia-WV	C-wist	wist	eastern	WV	Monongalia	39.6282152	-79.9577753	169669
C-wist-HT-2019-3R-Monongalia-WV	C-wist	wist	eastern	WV	Monongalia	39.6282152	-79.9577753	91498
C-wist-HT-2019-4R-Monongalia-WV	C-wist	wist	eastern	WV	Monongalia	39.6282152	-79.9577753	187426
C-wist-HT-2019-5R-Monongalia-WV	C-wist	wist	eastern	WV	Monongalia	39.6282152	-79.9577753	162089
C-wist-HT-2019-6R-Monongalia-WV	C-wist	wist	eastern	WV	Monongalia	39.6282152	-79.9577753	174723
C-wist-OK2aR-Newton-AR	C-wist	wist	eastern	AR	Newton	35.9604	-93.178	108695
C-wist-OK2bR-Newton-AR	C-wist	wist	eastern	AR	Newton	35.9604	-93.178	116135
C-wist-OK2cR-Newton-AR	C-wist	wist	eastern	AR	Newton	35.9604	-93.178	203813
C-wist-RF1R-2018-Monongalia-WV	C-wist	wist	eastern	WV	Monongalia	39.6282152	-79.9577753	171616
C-wist-RF2R-2018-Monongalia-WV	C-wist	wist	eastern	WV	Monongalia	39.6282152	-79.9577753	170338
C-wist-Roc-F1R-2018-Monongalia-WV	C-wist	wist	eastern	WV	Monongalia	39.6282152	-79.9577753	228357
C-wist-Roc-F2R-2018-Monongalia-WV	C-wist	wist	eastern	WV	Monongalia	39.6282152	-79.9577753	204654
C-wist-SF1R-2018-Monongalia-WV	C-wist	wist	eastern	WV	Monongalia	39.6282152	-79.9577753	188991
C-wist-SF2R-2018-Monongalia-WV	C-wist	wist	eastern	WV	Monongalia	39.6282152	-79.9577753	226482
C-wist-Tr1R-2018-Monongalia-WV	C-wist	wist	eastern	WV	Monongalia	39.6282152	-79.9577753	222828
C-wist-W7380aR-Travis-TX	C-wist	wist	eastern	TX	Travis	30.325275	-97.9696535	162243
C-wist-W7380bR-Travis-TX	C-wist	wist	eastern	TX	Travis	30.325275	-97.9696535	207063
